City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,whakatane,-37.9585,176.9854,10.84,83,79,3.52,NZ,1691617808
365,korla,41.7597,86.1469,27.36,26,0,2.32,CN,1691617809
366,mkokotoni,-5.8767,39.2547,23.22,84,14,3.93,TZ,1691617809
367,tsimlyansk,47.6461,42.1019,24.91,62,81,3.45,RU,1691617809
368,nyala,12.05,24.8833,23.89,81,92,5.25,SD,1691617809
369,patna,25.6,85.1167,25.64,95,100,4.21,IN,1691617597
370,kitui,-1.367,38.0106,16.08,73,49,3.58,KE,1691617809
371,porto novo,6.4965,2.6036,25.9,87,100,4.24,BJ,1691617809
372,wailua homesteads,22.0669,-159.378,32.24,71,75,9.77,US,1691617688
373,mogadishu,2.0371,45.3438,24.31,87,46,6.94,SO,1691617810
374,uturoa,-16.7333,-151.4333,25.05,71,18,7.74,PF,1691617810
375,nizao,18.25,-70.2,29.15,70,41,5.18,DO,1691617810
376,kiunga,-6.1219,141.2906,22.62,85,98,1.78,PG,1691617810
377,port alberni,49.2413,-124.8028,24.96,61,65,4.92,CA,1691617810
378,mori,34.8333,137.9333,26.36,90,2,4.77,JP,1691617811
379,aitape,-3.1374,142.3475,26.09,86,61,1.75,PG,1691617811
380,halifax,44.6453,-63.5724,20.27,96,100,3.6,CA,1691617811
381,champerico,14.3,-91.9167,34.3,70,33,2.8,GT,1691617811
382,karacoban,39.3492,42.1124,22.13,36,1,1.97,TR,1691617811
383,arraial do cabo,-22.9661,-42.0278,21.92,78,75,6.17,BR,1691617811
384,aur,8.1499,171.1687,27.84,77,88,5.55,MH,1691617811
385,cannonvale,-20.2833,148.7,19.66,76,45,5.18,AU,1691617812
386,mersing,2.4312,103.8405,23.95,94,20,2.06,MY,1691617812
387,san andres,12.5847,-81.7006,31.01,70,20,4.12,CO,1691617596
388,turkmenbasy,40.0222,52.9552,28.43,32,0,3.09,TM,1691617812
389,kingscliff,-28.2667,153.5667,15.43,100,5,1.03,AU,1691617525
390,ploudalmezeau,48.5333,-4.65,18.49,94,0,1.03,FR,1691617813
391,praya,14.9215,-23.5087,26.3,73,20,7.2,CV,1691617813
392,dampit,-8.2116,112.7493,17.27,94,84,1.86,ID,1691617813
393,hammerfest,70.6634,23.6821,23.25,64,0,2.57,NO,1691617675
394,pandan,14.0453,124.1694,27.33,83,100,2.88,PH,1691617813
395,agadez,19.75,10.25,34.22,20,28,4.42,NE,1691617813
396,quartu sant'elena,39.2419,9.1839,23.35,75,0,5.14,IT,1691617813
397,conde,-7.2597,-34.9075,25.7,78,40,4.12,BR,1691617520
398,floro,61.5996,5.0328,10.04,93,100,4.63,NO,1691617814
399,frontera,26.9333,-101.45,39.38,22,4,1.79,MX,1691617814
400,takoradi,4.8845,-1.7554,24.24,84,82,5.05,GH,1691617814
401,dingli,35.8614,14.3822,21.09,78,20,1.03,MT,1691617814
402,sefrou,33.8319,-4.828,29.53,45,0,3.09,MA,1691617814
403,ola,59.5833,151.2833,12.86,59,5,3.91,RU,1691617814
404,grandola,38.1772,-8.5668,19.08,90,0,3.02,PT,1691617815
405,babayevo,59.3936,35.9371,16.42,98,100,1.31,RU,1691617815
406,terrace,54.5163,-128.6035,16.79,88,75,8.23,CA,1691617815
407,shingu,33.7333,135.9833,26.38,93,64,6.14,JP,1691617815
408,haiku-pauwela,20.9219,-156.3051,28.47,59,40,9.26,US,1691617737
409,klyavlino,54.2649,52.0267,16.71,68,0,0.92,RU,1691617815
410,qarazhal,48.0078,70.7903,23.81,51,82,3.65,KZ,1691617816
411,yemetsk,63.4721,41.7941,16.12,92,7,1.99,RU,1691617816
412,zlocieniec,53.5329,16.0113,11.05,93,100,2.46,PL,1691617522
413,rio san juan,19.6439,-70.0763,29.29,80,79,5.78,DO,1691617816
414,pimentel,-6.8367,-79.9342,25.16,69,100,5.14,PE,1691617816
415,shahrak,34.1074,64.3052,14.22,44,2,2.08,AF,1691617816
416,jaguey grande,22.5269,-81.1286,36.33,39,10,3.42,CU,1691617816
417,taro,-8.3862,115.28,18.0,89,79,0.51,ID,1691617817
418,fallon,39.4735,-118.7774,33.84,24,75,2.57,US,1691617817
419,buka,40.8108,69.1986,24.98,33,1,0.75,UZ,1691617817
420,yuanping,38.7153,112.7575,20.36,94,54,0.45,CN,1691617817
421,keflavik,64.0049,-22.5624,13.95,71,0,3.09,IS,1691617818
422,nurota,40.5614,65.6886,25.42,35,0,1.44,UZ,1691617818
423,sinabang,2.4803,96.3801,24.93,91,100,4.05,ID,1691617756
424,brosteni,47.2333,25.7,13.3,71,100,0.32,RO,1691617818
425,hollidaysburg,40.4273,-78.3889,28.05,55,63,0.45,US,1691617818
426,dzilam gonzalez,21.2833,-88.9333,31.89,62,15,5.28,MX,1691617818
427,boden,65.8252,21.6886,13.0,76,28,1.85,SE,1691617819
428,ancud,-41.8697,-73.8203,11.24,86,100,8.97,CL,1691617537
429,maiurno,13.4167,33.6667,26.89,68,88,5.99,SD,1691617819
430,labytnangi,66.6572,66.4183,9.38,80,7,3.03,RU,1691617692
431,sarangani,5.4033,125.4636,27.65,77,99,6.0,PH,1691617819
432,behshahr,36.6923,53.5526,27.2,46,0,1.39,IR,1691617819
433,chernomorskoye,45.5039,32.6997,23.42,63,0,8.06,UA,1691617819
434,rajnagar,24.8833,79.9167,25.9,78,99,4.46,IN,1691617820
435,gao,16.6362,1.637,32.41,47,54,3.73,ML,1691617820
436,as sulayyil,20.4607,45.5779,34.14,10,3,2.16,SA,1691617820
437,albardon,-31.4372,-68.5256,19.15,24,21,3.9,AR,1691617820
438,de aar,-30.6497,24.0123,14.19,24,0,7.71,ZA,1691617820
439,taltal,-25.4,-70.4833,16.06,83,52,3.52,CL,1691617820
440,laguna,38.421,-121.4238,34.74,36,0,3.09,US,1691617821
441,fauske,67.2588,15.3918,19.02,65,4,3.8,NO,1691617821
442,coahuayana de hidalgo,18.7,-103.6583,31.89,68,25,3.43,MX,1691617821
443,quthing,-30.4,27.7003,10.34,44,0,0.78,LS,1691617821
444,la'ie,21.6477,-157.9253,30.98,68,55,9.9,US,1691617821
445,meybod,32.2501,54.0166,30.01,20,0,3.59,IR,1691617821
446,nishinoomote,30.7333,131.0,27.73,85,100,7.81,JP,1691617821
447,timimoun,29.2639,0.231,38.21,10,0,3.09,DZ,1691617678
448,pangai,-19.8,-174.35,25.06,88,75,1.03,TO,1691617822
449,jamaame,0.0697,42.745,23.43,85,39,4.23,SO,1691617822
450,dan sadau,11.2962,6.4952,22.16,95,63,2.2,NG,1691617822
451,otra banda,18.6502,-68.6628,28.71,71,97,4.64,DO,1691617822
452,yaren,-0.5472,166.916,27.95,75,42,2.89,NR,1691617822
453,kerikeri,-35.2268,173.9474,9.95,94,1,0.89,NZ,1691617823
454,howard springs,-12.497,131.047,22.95,73,83,3.03,AU,1691617823
455,el dovio,4.5079,-76.2362,21.1,86,65,2.6,CO,1691617823
456,topki,55.2769,85.6163,12.45,84,38,2.39,RU,1691617823
457,al kharijah,25.4514,30.5464,31.17,23,0,4.45,EG,1691617823
458,walvis bay,-22.9575,14.5053,13.53,94,34,4.63,NA,1691617630
459,yangjiang,21.85,111.9667,26.17,84,32,1.64,CN,1691617824
460,beberibe,-4.1797,-38.1306,25.47,84,76,5.23,BR,1691617762
461,andratx,39.5755,2.4202,26.56,74,0,2.84,ES,1691617824
462,hadibu,12.65,54.0333,25.51,81,69,7.88,YE,1691617824
463,bay roberts,47.5999,-53.2648,13.97,89,100,1.34,CA,1691617824
464,boa vista,2.8197,-60.6733,28.99,65,75,2.57,BR,1691617824
465,alzamay,55.5562,98.6644,16.26,90,100,2.21,RU,1691617825
466,peterhead,57.5058,-1.7981,14.22,75,100,2.58,GB,1691617825
467,concepcion,-36.827,-73.0498,12.89,94,100,11.83,CL,1691617825
468,bekobod,40.2208,69.2697,26.83,32,0,1.61,UZ,1691617825
469,ha'il,27.5219,41.6907,32.01,17,0,2.06,SA,1691617825
470,bardai,11.65,7.2333,22.28,88,99,3.17,NG,1691617825
471,ghanzi,-21.5667,21.7833,12.33,23,2,5.06,BW,1691617662
472,queenstown,-31.8976,26.8753,9.73,91,27,1.49,ZA,1691617826
473,champasak,14.75,106.0,23.16,95,98,0.67,LA,1691617826
474,nantucket,41.2835,-70.0995,27.79,60,0,5.14,US,1691617731
475,urzhar,47.093,81.6294,19.84,58,3,2.12,KZ,1691617826
476,luanco,43.6152,-5.7934,22.48,87,28,2.4,ES,1691617826
477,lompoc,34.6391,-120.4579,25.99,76,100,4.12,US,1691617664
478,mata-utu,-13.2816,-176.1745,27.93,77,10,5.44,WF,1691617650
479,yakeshi,49.2833,120.7333,13.2,94,11,1.64,CN,1691617826
480,ulladulla,-35.35,150.4667,15.64,45,100,3.99,AU,1691617827
481,bahar,34.9072,48.4414,21.09,32,0,3.09,IR,1691617827
482,tucuma,-0.1833,-50.05,25.97,84,13,4.0,BR,1691617827
483,aasiaat,68.7098,-52.8699,4.34,83,14,4.18,GL,1691617827
484,wau,7.7029,27.9953,21.11,95,56,1.28,SS,1691617827
485,west bay,19.3667,-81.4167,32.22,76,40,4.12,KY,1691617827
486,tsiombe,-25.3,45.4833,18.8,90,5,2.91,MG,1691617828
487,sanibel,26.449,-82.0223,35.57,66,55,1.79,US,1691617828
488,naberera,-4.2,36.9333,13.82,91,4,3.51,TZ,1691617828
489,tapes,-30.6733,-51.3958,15.75,96,100,5.99,BR,1691617828
490,primorsk,46.7348,36.3443,24.05,51,45,8.47,UA,1691617828
491,bodo,67.28,14.405,19.02,57,0,4.63,NO,1691617828
492,amga,60.8953,131.9608,15.53,57,64,2.04,RU,1691617719
493,brisas de zicatela,15.8369,-97.0419,31.29,58,40,4.12,MX,1691617829
494,sur,22.5667,59.5289,30.65,64,99,2.12,OM,1691617829
495,tomatlan,19.9333,-105.25,33.23,62,20,4.18,MX,1691617644
496,kisangani,0.5167,25.2,22.3,93,62,0.81,CD,1691617829
497,masterton,-40.9597,175.6575,5.49,99,100,1.14,NZ,1691617543
498,daru,-9.0763,143.2092,23.78,84,84,6.56,PG,1691617829
499,digapahandi,19.3667,84.5833,27.29,70,95,1.57,IN,1691617830
500,paracatu,-17.2222,-46.8747,23.24,37,0,1.16,BR,1691617644
501,dul'durga,50.6761,113.5931,17.06,99,100,1.82,RU,1691617830
502,vadso,70.0744,29.7487,22.49,77,10,2.06,NO,1691617584
503,colares,38.7992,-9.4469,22.55,84,20,7.15,PT,1691617830
504,sorong,-0.8833,131.25,24.24,86,100,5.32,ID,1691617686
505,conception bay south,47.4999,-52.9981,13.64,88,100,4.89,CA,1691617769
506,horta,38.5333,-28.6333,23.8,92,20,4.12,PT,1691617793
507,cabugao,17.7931,120.4578,26.92,91,100,3.17,PH,1691617830
508,port hueneme,34.1478,-119.1951,34.0,75,75,6.17,US,1691617831
509,bikenibeu village,1.3673,173.1241,29.98,74,20,0.51,KI,1691617831
510,aguada de pasajeros,22.385,-80.8508,35.63,41,6,1.51,CU,1691617831
511,yumbo,3.5823,-76.4915,30.87,35,40,2.57,CO,1691617831
512,aljezur,37.3191,-8.8033,19.15,92,0,3.8,PT,1691617831
513,moranbah,-22.0016,148.0466,14.44,81,0,4.08,AU,1691617831
514,minas de marcona,-15.2119,-75.1103,16.23,68,5,5.63,PE,1691617832
515,weno,7.4515,151.8468,26.97,100,75,2.06,FM,1691617832
516,goronyo,13.4423,5.6763,27.74,69,76,3.78,NG,1691617832
517,port-cartier,50.0334,-66.8654,14.3,98,100,5.77,CA,1691617832
518,aldinga beach,-35.2793,138.4604,12.04,82,2,4.22,AU,1691617832
519,atherton,53.5237,-2.4935,20.39,85,99,0.92,GB,1691617833
520,beira,-19.8436,34.8389,23.05,83,75,4.63,MZ,1691617833
521,pariaman,-0.619,100.12,26.03,92,69,3.12,ID,1691617833
522,baruun-urt,46.6806,113.2792,16.11,70,66,2.82,MN,1691617833
523,nicoya,10.1483,-85.452,30.09,71,78,1.68,CR,1691617833
524,broome,42.2506,-75.833,26.6,65,0,3.09,US,1691617833
525,anacortes,48.5126,-122.6127,22.89,80,100,8.75,US,1691617833
526,huarmey,-10.0681,-78.1522,21.75,71,36,4.86,PE,1691617759
527,aswan,24.0934,32.907,37.61,25,0,4.63,EG,1691617834
528,sao fidelis,-21.6461,-41.7469,21.97,83,91,2.36,BR,1691617834
529,chonchi,-42.6128,-73.8092,10.62,94,100,4.19,CL,1691617834
530,newman,37.3138,-121.0208,35.03,13,0,5.54,US,1691617834
531,alice springs,-23.7,133.8833,5.75,70,1,0.0,AU,1691617834
532,bodden town,19.2833,-81.25,32.18,75,40,4.12,KY,1691617834
533,quibala,-10.7337,14.98,18.91,64,0,0.64,AO,1691617835
534,san antonio de pale,-1.4014,5.6325,23.67,82,89,5.58,GQ,1691617835
535,saint-philippe,-21.3585,55.7679,19.77,80,35,4.67,RE,1691617835
536,guerrero negro,27.9769,-114.0611,27.46,59,13,8.28,MX,1691617739
537,lhasa,29.65,91.1,13.54,78,67,1.06,CN,1691617835
538,vallenar,-28.5708,-70.7581,17.38,61,92,2.02,CL,1691617697
539,sasovo,54.3537,41.9199,17.87,93,2,3.07,RU,1691617835
540,chinchilla,-26.75,150.6333,12.82,80,0,3.38,AU,1691617835
541,siguiri,11.6667,-9.5,23.83,94,53,2.48,GN,1691617836
542,dalandzadgad,43.5708,104.425,23.41,53,43,2.06,MN,1691617836
543,plettenberg bay,-34.0527,23.3716,14.98,77,0,2.01,ZA,1691617836
544,kavaratti,10.5669,72.642,28.08,76,100,7.28,IN,1691617836
545,alvaraes,-3.2208,-64.8042,29.93,52,97,0.57,BR,1691617836
546,clemencia,10.5665,-75.325,30.65,79,63,4.45,CO,1691617836
547,machico,32.7,-16.7667,24.45,84,20,1.54,PT,1691617550
548,east ballina,-28.8667,153.5833,12.11,74,6,2.43,AU,1691617836
549,kokoda,-8.8785,147.7407,23.22,86,72,0.57,PG,1691617837
550,xiva,41.3783,60.3639,25.99,26,0,2.6,UZ,1691617837
551,bolvadin,38.7111,31.0486,22.13,72,0,1.52,TR,1691617837
552,sinop,41.7711,34.8709,17.39,81,32,0.9,TR,1691617670
553,west plains,36.7281,-91.8524,23.7,83,100,5.14,US,1691617837
554,bjerringbro,56.378,9.6607,12.25,77,81,7.08,DK,1691617837
555,iquique,-20.2208,-70.1431,19.02,81,16,3.76,CL,1691617572
556,kirovgrad,57.4297,60.0597,15.46,77,100,1.24,RU,1691617838
557,gadzhiyevo,69.2551,33.3362,18.13,75,0,2.26,RU,1691617831
558,kievka,50.2619,71.5514,21.13,55,100,0.19,KZ,1691617838
559,todos santos,23.45,-110.2167,29.13,80,55,3.31,MX,1691617838
560,ceerigaabo,10.6162,47.368,17.16,68,93,7.13,SO,1691617838
561,mirzapur,25.15,82.5833,28.98,79,100,3.29,IN,1691617838
562,douentza,14.9951,-2.9517,31.11,54,100,2.49,ML,1691617838
563,wonosobo,-7.36,109.9025,16.85,90,74,0.17,ID,1691617839
564,bonthe,7.5264,-12.505,24.99,89,100,6.27,SL,1691617839
565,brokopondo,4.75,-55.1667,30.35,60,65,1.01,SR,1691617839
566,cascais,38.6979,-9.4215,22.64,84,20,7.15,PT,1691617839
567,vila velha,-20.3297,-40.2925,22.97,87,75,4.12,BR,1691617566
568,amalapuram,16.5833,82.0167,25.97,83,94,1.81,IN,1691617840
569,petauke,-14.2426,31.3253,16.57,45,1,5.33,ZM,1691617841
570,koscierzyna,54.1223,17.9812,12.73,84,100,2.56,PL,1691617498
571,bel ombre,-4.6167,55.4167,25.91,78,20,3.6,SC,1691617841
572,franklin,39.9667,-83.0166,26.74,73,75,5.66,US,1691617477
573,mareeba,-17.0,145.4333,18.02,88,85,1.83,AU,1691617841
574,miri,4.4148,114.0089,25.08,94,20,1.03,MY,1691617841
575,tobol'sk,58.2,68.2667,14.59,87,100,3.57,RU,1691617841
576,augusto correa,-1.0217,-46.635,24.99,87,62,2.61,BR,1691617842
577,katwijk aan zee,52.2033,4.3986,16.07,82,7,1.94,NL,1691617842
578,svalyava,48.5485,22.9958,15.75,69,95,1.95,UA,1691617842
579,jesus maria,-30.9815,-64.0942,17.56,64,95,3.89,AR,1691617842
580,mamuju,-2.6748,118.8885,24.49,85,53,1.31,ID,1691617842
581,ocean shores,46.9737,-124.1563,23.86,77,100,5.14,US,1691617556
582,bryne,58.7354,5.6477,11.66,92,75,6.69,NO,1691617842
583,igarape miri,-1.975,-48.9597,26.91,73,58,1.39,BR,1691617842
584,palu,-0.8917,119.8707,23.69,95,100,1.14,ID,1691617843
585,forquilha,-3.7983,-40.2606,27.29,60,62,4.59,BR,1691617843
586,aqadyr,48.2553,72.8483,20.53,64,91,4.33,KZ,1691617843
587,cuito,-12.3833,16.9333,15.83,35,13,0.2,AO,1691617843
588,mount pearl,47.5166,-52.7813,13.31,86,100,6.69,CA,1691617843
589,badger,64.8,-147.5333,22.85,79,100,2.06,US,1691617843
590,melo,-32.3667,-54.1833,13.18,95,47,2.2,UY,1691617843
591,geraldton,-28.7667,114.6,11.23,87,100,2.57,AU,1691617843
592,bosaso,11.2842,49.1816,32.7,42,100,8.18,SO,1691617844
593,cockburn town,21.4612,-71.1419,28.99,84,71,7.66,TC,1691617634
594,boyabat,41.4689,34.7667,18.09,84,9,0.08,TR,1691617844
595,dapa,9.7594,126.0531,26.86,80,100,3.13,PH,1691617844
596,mar del plata,-38.0023,-57.5575,12.83,91,75,4.63,AR,1691617828
597,akrehamn,59.2667,5.1833,11.9,82,75,8.23,NO,1691617844
598,dompu,-8.5356,118.4622,19.9,95,26,0.89,ID,1691617845
599,darwin,-12.4611,130.8418,22.99,83,0,2.57,AU,1691617845
600,kikwit,-5.041,18.8162,28.54,38,99,0.71,CD,1691617845
601,paita,-5.0892,-81.1144,22.72,78,83,7.72,PE,1691617845
602,berezovyy,51.6667,135.7,16.17,72,33,0.88,RU,1691617845
